auswahl,die,seleção 
auto,das,automóvel 
autor,der,autor 
autoren,der,autores 
autos,das,carros 
baby,das,infantil 
babys,das,Bebês 
bach,der,Bach 
bäche,der,Stream 
bäcker,der,padeiro 
bäckerei,die,padaria 
bäckereien,die,padarias 
bäckerin,die,padeiro 
bad,das,banho 
bahn,die,Comboio 
bahnhof,der,Estação Ferroviária 
bahnhöfe,der,Estações. 
balkon,der,sacada 
balkone,der,balconie. 
ball,der,bola 
bälle,der,bolas 
bananen,die,bananas 
band,das,fita 
bank,die,Banco 
bänke,die,bancos 
banken,die,Banco 
bär,der,suportar 
bären,der,suportar 
basis,die,Base 
batterie,die,bateria 
batterien,die,baterias 
bauch,der,barriga 
bauer,der,Agricultor 
bauern,der,agricultores 
baum,der,árvore 
bäume,der,Árvores 
baumwolle,die,algodão 
bayern,das,Baviera. 
bedarf,der,requerimento 
bedeutung,die,importância 
bedienung,die,serviço 
bedingung,die,doença 
bedingungen,die,condições 
begriff,der,prazo 
begriffe,der,conceitos 
begründung,die,Razão 
behörden,die,Autoridades 
bein,das,perna 
beine,das,pernas 
beispiel,das,exemplo 
beispiele,das,exemplos 
beitrag,der,contribuição 
beiträge,der,contribuições 
beratung,die,consulta 
berechnung,die,Cálculo 
bereich,der,Área 
bereiche,der,gamas 
bereichen,der,Regiões. 
berg,der,montanha 
berge,der,montanhas 
bericht,der,relatório 
berichte,der,relatórios 
berlin,das,Berlim 
bernstein,der,Âmbar 
beruf,der,trabalho 
berufe,der,empregos 
beschreibung,die,Descrição 
bestätigung,die,confirmação 
bestellung,die,Pedido 
bestellungen,die,Pedidos 
bestimmung,die,determinação 
bestimmungen,die,disposições 
besuch,der,Visita 
besucher,der,Visitante 
beton,der,concreto 
betrag,der,resultar 
betreiber,der,operador 
betreuung,die,Cuidado, apoio 
betrieb,der,o negócio 
betriebe,der,operações 
bett,das,cama 
betten,das,camas 
bevölkerung,die,população 
bewegung,die,Mover 
bewegungen,die,movimento 
bewerbung,die,Canditatura 
bewertung,die,Avaliação 
bewusstsein,das,conhecimento 
bezahlung,die,pagar 
bezeichnung,die,Descrição 
beziehung,die,relação 
beziehungen,die,Relacionamentos. 
bezirk,der,distrito 
bezirke,der,distrito 
bezug,der,referência 
bezüge,der,cobre 
bibliothek,die,Biblioteca 
bibliotheken,die,bibliotecas 
biene,die,Abelha 
bier,das,Cerveja 
bild,das,foto 
bilder,das,imagens 
bildern,das,imagens 
bildung,die,Educação 
biologie,die,biologia 
blick,der,visão 
blitz,der,relâmpago 
blitze,der,pisca 
blume,die,Flor 
blumen,die,Flor 
blut,das,sangue 
boden,der,chão 
böden,der,Pisos 
bohnen,die,feijão 
boot,das,barco 
boote,das,barcos 
börse,die,mercado de ações 
branche,die,indústria 
branchen,die,Setores da indústria 
breite,die,largura 
brezel,die,pretzel 
brezeln,die,salgadinhos 
brief,der,carta 
briefe,der,letras 
briefkasten,der,caixa de correio 
briefmarke,die,Carimbo 
brot,das,pão 
brücke,die,Ponte 
brücken,die,pontes. 
brüder,der,irmãos 
bruder,der,irmãos 
brust,die,peito 
brüste,die,seios 
brustkorb,der,peito 
buch,das,livro 
bücher,das,Livros 
buddhismus,der,budismo 
bühne,die,etapa 
bundesland,das,Estado federal 
bundesländer,das,Estados federais 
bundesliga,die,Bundesliga. 
bundesregierung,die,governo federal 
bundesrepublik,die,República Federal 
bürger,der,cidadão 
bürgermeister,der,prefeito 
büro,das,escritório 
bus,der,autocarro 
bushaltestelle,die,Ponto de ônibus 
bushaltestellen,die,ponto de ônibus 
busse,der,ônibus 
butter,die,manteiga 
cent,der,cent. 
cents,der,centavos 
chance,die,chance 
chancen,die,oportunidades 
charakter,der,personagem 
charaktere,der,personagem 
chefin,die,chefe 
chefinnen,die,chefe de cozinha 
chefs,der,chefe 
china,das,China 
christ,der,cristão 
christen,der,Cristãos 
computer,der,computador 
cousine,die,prima 
cousinen,die,prima e primo 
cousins,der,['primos', 'primas']
dach,das,Top, telhado 
dächer,das,telhados 
dame,die,Senhora 
damen,die,senhoras 
darm,der,intestinal 
därme,der,centavo 
daten,das,Dados 
datum,das,data 
dauer,die,duração 
daumen,der,polegar 
decke,die,cobertor 
decken,die,cobrir 
definition,die,definição 
definitionen,die,Definições. 
delfine,der,Golfinhos 
design,das,Projeto 
detail,das,detalhe 
details,das,detalhes 
deutsch,das,alemão 
deutschland,das,Alemanha 
deutschlands,das,Alemanha 
dezember,der,dezembro 
dialog,der,diálogo 
diät,die,dieta 
dienstag,der,terça 
dienstleistung,die,serviço 
dienstleistungen,die,Serviços 
dimension,die,dimensão 
dimensionen,die,dimensões 
ding,das,coisa 
dinge,das,coisas 
dinger,das,Dinger. 
dirigent,der,condutor 
dirigenten,der,condutor 
diskussion,die,discussão 
diskussionen,die,discussão 
dokument,das,documento 
dokumentation,die,documentação 
dokumente,das,Documentos 
dollar,der,dólar 
dollars,der,dólar 
donner,der,Trovão 
donnerstag,der,quinta-feira 
dorf,das,Vila 
dörfer,das,Aldeias. 
drache,der,Dragão 
drachen,der,Dragão 
druck,der,impressão 
durchschnitt,der,média 
durst,der,sede 
duschen,die,tomar banho 
duschgel,das,gel de banho 
dutzend,das,dúzia 
ebene,die,nível 
ecken,die,milho 
ei,das,ovo 
eichhörnchen,das,Esquilo 
eier,das,ovos 
eigenschaft,die,propriedade 
eigenschaften,die,Propriedades. 
eindruck,der,impressão 
einfluss,der,influência 
einführung,die,introdução 
eingang,der,Entrada 
einheit,die,unidade 
einhorn,das,unicórnio 
einkaufswägen,der,Shopping 
einkaufszentrum,das,Centro de compras 
einladung,die,convite 
einladungen,die,convites 
einsatz,der,comprometimento 
einstellung,die,atitude 
einstellungen,die,definições 
eintrag,der,entrada 
einträge,der,Entradas 
eintritt,der,entrada 
einwohner,der,habitante 
einzelhandel,der,Comercio de varejo 
einzelheiten,die,detalhes 
eis,das,gelo 
eisbären,der,ursos polares 
eisen,das,ferro 
elefanten,der,elefante 
element,das,elemento 
elemente,das,elementos. 
ellbogen,der,cotovelo 
eltern,das,pais 
empfang,der,recepção 
empfänger,der,receptor. 
empfehlung,die,recomendação 
empfehlungen,die,Recomendações. 
ende,das,fim 
energie,die,energia 
engagement,das,noivado 
engagements,das,comprometimento 
englisch,das,inglês 
enkel,der,Neto 
enkelin,die,neta 
enkelinnen,die,netos 
ente,die,Pato 
enten,die,Pato 
entfernung,die,distância 
entscheidung,die,decisão 
entscheidungen,die,decisões 
entschuldigung,die,Desculpe 
entwickler,der,desenvolvedor 
entwicklung,die,desenvolvimento 
entwurf,der,Projeto 
erdbeere,die,morango 
erdbeeren,die,morangos 
erde,die,terra 
ereignisse,das,Eventos 
ereignissen,das,Eventos 
erfahrung,die,Experiência 
erfahrungen,die,experiência 
erfindung,die,invenção 
erfindungen,die,invenções 
erfolg,der,sucesso 
ergebnis,das,Resultado 
ergebnisse,das,Resultados 
erklärung,die,Explicação 
ernährung,die,nutrição 
ernst,der,sério 
eröffnung,die,abertura 
erwachsene,das,Adultos 
erziehung,die,Educação 
essen,das,comer 
eule,die,Coruja 
eulen,die,Coruja 
euro,der,Euro 
europa,das,Europa 
euros,der,euro 
experten,der,Especialistas 
fabrik,die,fábrica 
fabriken,die,fábricas 
fachbereich,der,área de estudo 
fähre,die,balsa 
fähren,die,balsa 
fahrer,der,motorista 
fahrrad,das,bicicleta 
fahrräder,das,Ciclos. 
fahrt,die,jornada 
fahrzeug,das,veículo 
fahrzeuge,das,veículos 
fall,der,caso 
fälle,der,Casos. 
familie,die,família 
familien,die,Familys. 
fan,der,ventilador 
fans,der,fãs. 
farbe,die,cor 
farben,die,Cores 
fassung,die,soquete 
februar,der,fevereiro 
fehler,der,erro 
feinde,der,inimigos 
feld,das,campo 
felder,das,Campos 
feldern,das,Campos 
fenster,das,janela 
ferien,das,férias 
ferienhaus,das,casa de férias. 
ferienhäuser,das,casas de férias 
fernseher,der,televisão 
ferse,die,salto 
fersen,die,salto 
festplatte,die,disco rígido 
festplatten,die,Discos rígidos 
feuer,das,Incêndio 
feuerwehr,die,corpo de Bombeiros 
feuerzeug,das,isqueiro 
feuerzeuge,das,isqueiro 
figur,die,figura 
figuren,die,personagens 
film,der,Filme 
filme,der,filme 
finanzierung,die,financiamento 
finger,der,dedo 
firma,die,empresa 
fisch,der,peixe 
fische,der,Peixes 
fläche,die,superfície 
flächen,die,superfícies 
flasche,die,garrafa 
fleck,der,local 
flecken,der,manchas 
fleisch,das,carne 
fliege,die,Mosca 
fliegen,die,voar 
flöte,die,flauta 
flug,der,voar 
flüge,der,voar 
flughafen,der,Aeroporto 
flugzeuge,das,Aeronaves 
flüsse,der,rios 
folgen,die,consequências 
förderung,die,avanço 
form,die,forma 
format,das,formato 
formular,das,Formato 
formulare,das,formal 
forschung,die,pesquisa 
foto,das,foto 
fotografie,die,fotografia 
fotos,das,Fotos 
frage,die,pergunta 
fragen,die,perguntar 
frankreich,das,França 
französisch,das,francês 
frau,die,Sra 
frauen,die,mulheres 
freiheit,die,liberdade 
freitag,der,sexta-feira 
freizeit,die,lazer 
freude,die,alegria 
freund,der,amigo 
freunde,der,amigos 
freunden,der,amigos 
freundin,die,Namorada 
frieden,der,Paz 
frist,die,data limite 
fristen,die,prazos 
frühling,der,Primavera 
frühstück,das,café da manhã 
fuchs,der,Raposa 
funktion,die,função 
funktionen,die,funções 
fuß,der,pé 
fußball,der,Futebol 
füße,der,pés 
gabel,die,garfo 
gabeln,die,garfo 
galaxie,die,galáxia 
galerie,die,galeria 
gans,die,Ganso 
gänse,die,gansos 
garantie,die,garantia 
gärten,der,jardins 
garten,der,Jardim 
gas,das,gás 
gast,der,convidado 
gäste,der,Convidados 
gebäude,das,prédio 
gebot,das,oferta 
gebote,das,lances 
gebrauch,der,usar 
gebräuche,der,Alfândega 
geburtstag,der,aniversário 
geburtstage,der,aniversário 
gedanke,der,pensei 
gedanken,der,pensamentos 
gefahr,die,perigo 
gefühl,das,sentimento 
gefühle,das,sentimentos 
gefühlen,das,emoções 
gegensatz,der,contraste 
gegner,der,oponente 
gehirn,das,cérebro 
gehirnen,das,cérebro 
geist,der,fantasma 
geister,der,fantasma 
geld,das,dinheiro 
geldautomat,der,caixa eletrônico 
geldautomaten,der,ATM 
gelegenheit,die,oportunidade 
gemeinde,die,comunidade local 
gemeinden,die,comunidade 
gemüse,das,vegetais 
genehmigung,die,aprovação 
gerät,das,dispositivo 
geräte,das,equipamento 
geschäft,das,o negócio 
geschäftsführer,der,Diretor Geral 
geschenk,das,Presente 
geschenke,das,presentes 
geschichte,die,história 
geschichten,die,histórias 
geschlecht,das,Gênero sexual 
geschlechter,das,Gênero sexual 
geschwindigkeit,die,Rapidez 
geschwister,das,irmãos 
gesetz,das,lei 
gesetze,das,Leis 
gesicht,das,Rosto 
gesichter,das,rostos 
gespräch,das,conversação 
gesundheit,die,saúde 
getränk,das,bebida 
gewalt,die,violência 
gewicht,das,Peso 
gewinn,der,lucro 
gewinne,der,lucros 
gewitter,das,trovoada 
giraffe,die,girafa 
gitarre,die,guitarra 
glas,das,Vidro 
glaube,der,fé 
gleichgewicht,das,Saldo 
glück,das,sorte 
gold,das,ouro 
gott,der,Deus 
götter,der,Deuses 
gottes,der,Deus 
grad,der,Grau 
gras,das,Relva 
großbritannien,das,Grã Bretanha 
größe,die,Tamanho 
großeltern,das,avós 
größen,die,tamanhos 
großmutter,die,avó 
großvater,der,Vô 
grund,der,razão 
gründe,der,Razões 
grundlage,die,base 
grundlagen,die,Fundamentos 
grundschule,die,escola primária 
grundschulen,die,Escola Primária 
grundstück,das,Propriedade 
grundstücke,das,parcelas 
gründung,die,fundação 
gruppe,die,grupo 
gruppen,die,grupos 
grüße,der,saudações 
gutschein,der,Comprovante 
gutscheine,der,vouchers. 
gymnasien,das,ginásio 
gymnasium,das,ensino médio 
haar,das,cabelo 
haare,das,cabelo 
hähnchen,das,frango 
haie,der,Tubarão 
halbbrüder,der,Meio-irmaõs 
halbbruder,der,meio irmão 
halbschwester,die,meia-irmã 
halbschwestern,die,semi-irmã. 
hälfte,die,metade 
halle,die,corredor 
hallen,die,corredor 
hals,der,pescoço 
hälse,der,pescoço 
hamburg,das,Hamburgo 
hamster,der,hamster 
hand,die,mão 
handbuch,das,Manual 
hände,die,mãos 
handel,der,troca 
handgelenk,das,pulso 
handgelenke,das,pulso 
händler,der,distribuidor 
handtuch,das,toalha 
handtücher,das,toalhas 
handwerk,das,construir 
handy,das,Móvel 
handys,das,telefones 
hans,der,Hans. 
hauptgericht,der,prato principal 
hauptstadt,die,Capital 
hauptstädte,die,cidades Capitais 
haus,das,lar 
häuser,das,Casas 
hauses,das,lar 
haushalt,der,doméstico 
haustier,das,animal doméstico 
haut,die,pele 
heimat,die,terra natal 
heizung,die,aquecedor 
hemd,das,camisa 
hemden,das,camisa 
herbst,der,outono 
herkunft,die,origem 
herr,der,Sr 
herren,der,masculino 
hersteller,der,Fabricante 
herz,das,coração 
herzen,das,coração 
hexe,die,bruxa 
hexen,die,bruxa 
hilfe,die,Ajuda 
himmel,der,céu 
hinduismus,der,Hinduísmo. 
hintergrund,der,fundo 
hinweis,der,Observação 
hinweise,der,sugestões 
hobby,das,passatempo 
hobbys,das,hobbies 
hochschule,die,Universidade 
hochschulen,die,faculdades 
hochzeit,die,Casamento 
hof,der,Tribunal 
höfe,der,Fazenda 
hoffnung,die,ter esperança 
höhe,die,altura 
holz,das,Madeira 
honig,der,querida 
horn,das,buzina 
hörner,das,Chifres 
hose,die,calça 
hosen,die,calça 
hotel,das,hotel 
hotels,das,Hotéis 
hüfte,die,quadril 
hüften,die,quadril 
huhn,der,frango 
hühner,der,Frango 
humor,der,humor 
hunde,der,cães 
hunger,der,fome 
hut,der,boné 
hüte,der,chapéus 
idee,die,ideia 
ideen,die,Ideias 
indien,das,Índia 
industrie,die,Indústria 
industrien,die,industrial 
information,die,em formação 
informationen,die,em formação 
inhaber,der,proprietário 
inhalt,der,contente 
inhalte,der,contente 
inhalten,der,contente 
innenstadt,die,Centro da cidade 
innenstädte,die,cidades do interior 
innere,das,interno 
insekt,das,inseto 
insekten,das,insetos 
insel,die,ilha 
inseln,die,ilhas. 
institut,das,instituto 
institute,das,instituto 
instrument,das,instrumento 
instrumente,das,instrumento 
interesse,das,interesse 
interessen,das,Interesses. 
internet,das,Internet 
internetseiten,die,Páginas da Internet. 
interview,das,entrevista 
interviews,das,entrevista 
islam,der,islamismo 
italien,das,Itália 
jacke,die,Jaqueta 
jacken,die,Jaquetas 
jahr,das,ano 
jahre,das,Anos 
jahren,das,Anos 
jahreszeiten,die,temporadas 
jahrhundert,das,século 
jahrhunderte,das,séculos 
januar,der,Janeiro 
job,der,trabalho 
jobs,der,trabalho 
jude,der,judeu 
juden,der,judeus 
juli,der,julho 
julia,die,julia. 
junge,der,Garoto 
juni,der,Junho 
kabel,das,fio elétrico 
käfer,der,Besouro 
kaffee,der,café 
kalender,der,calendário 
kamel,das,camelo 
kamele,das,camelo 
kamelen,das,camelo 
kamera,die,Câmera 
kameras,die,máquinas fotográficas 
kampf,der,luta 
kapitel,das,capítulo 
karl,der,karl. 
karriere,die,Carreira 
karte,die,mapa 
karten,die,cartões 
kartoffel,die,batata 
kartoffeln,die,batatas 
karton,der,Caixa 
käse,der,queijo 
kasse,die,Caixa registradora 
kassen,die,dinheiro 
katalog,der,Catálogo 
kataloge,der,Catálogos. 
kategorie,die,categoria 
kategorien,die,Categorias 
katze,die,gato 
katzen,die,gatos 
kauf,der,comprar 
käufe,der,compras 
käufer,der,comprador 
keller,der,Porão, adega 
kenntnis,die,conhecimento 
kenntnisse,die,conhecimento 
kind,das,filho 
kinder,das,crianças 
kindergarten,der,Jardim da infância 
kindergärten,der,Jardins de infância. 
kindes,das,filho 
kinn,das,queixo 
kino,das,cinema 
kiosk,der,quiosque 
kirche,die,Igreja 
kirchen,die,igrejas 
klasse,die,aula 
klassen,die,aula 
klavier,das,piano 
kleid,das,vestir 
kleider,das,roupas 
kleidung,die,vestir 
kleinanzeige,die,anúncio classificado 
kleinanzeigen,die,classificados 
klima,das,clima 
klinik,die,clínica 
kneipe,die,bar 
kneipen,die,bar 
knie,das,joelho 
knoblauch,der,alho 
knöchel,der,tornozelo 
knochen,der,osso 
knopf,der,viga 
knöpfe,der,Botons. 
koch,der,cozinheiro 
köche,der,Chefs. 
köchinnen,die,cozinheiro 
kollege,der,colega 
kollegen,der,colegas 
kombination,die,combinação 
kommentar,der,Comente 
kommentare,der,Comentários 
kommunikation,die,comunicação 
kompetenz,die,competência 
komponist,der,compositor 
könig,der,Rei 
könige,der,Kings. 
königs,der,KING'S. 
kontakt,der,Contato 
konten,das,conta 
kontinent,der,continente 
konto,das,conta 
kontrolle,die,ao controle 
konzept,das,conceito 
konzepte,das,conceitos 
konzert,das,show 
konzerte,das,show 
kooperation,die,cooperação 
kopf,der,cabeça 
köpfe,der,cabeça 
körper,der,corpo 
kosmetik,die,cosméticos. 
kraft,die,força 
krankenhaus,das,hospital 
krankenhäuser,das,Hospitais. 
krankenversicherung,die,Plano de saúde 
krankenwagen,der,ambulância 
krankenwägen,der,doença 
krankheit,die,doença 
krankheiten,die,Doenças 
kreditkarte,die,Cartão de crédito 
kreditkarten,die,Cartão de crédito 
kreis,der,círculo 
krieg,der,guerra 
kriterien,das,critério 
kritik,die,crítica 
küche,die,cozinha 
kuchen,der,bolo 
kuh,die,vaca 
kühe,die,vacas. 
kühlschrank,der,frigorífico 
kühlschränke,der,frigorífico 
kultur,die,Cultura 
kunde,der,cliente 
kunden,der,Clientes 
kundenservice,der,Atendimento ao Cliente 
kundinnen,die,Clord 
kunst,die,arte 
künste,die,arte 
künstler,der,Artista 
kunststoff,der,plástico 
kupfer,das,cobre 
kurs,der,curso 
kurse,der,cursos 
ladegerät,das,carregador 
ladegeräte,das,Carregador 
läden,der,fazer compras 
lage,die,localização 
lager,das,armazém 
lampe,die,lâmpada 
land,das,país 
länge,die,comprimento 
lauf,der,corre 
lautsprecher,der,palestrante 
leben,das,Vida 
lebens,das,tempo de vida 
leber,die,fígado 
leder,das,couro 
lehrbuch,das,livro didático 
lehrbücher,das,livros didáticos 
lehre,die,ensino 
lehrer,der,professor 
lehrerin,die,Professor 
lehrerinnen,die,professores 
leistung,die,potência 
leistungen,die,Serviços 
leiter,die,escada 
leitern,die,escada 
leitung,die,gestão 
leitungen,die,Cabos 
leser,der,leitor 
leute,das,Pessoas 
licht,das,luz 
lichter,das,luz 
liebling,der,querido 
lieblings,der,favorito 
lied,das,música 
lieder,das,Canções 
lieferung,die,Entrega 
liga,die,liga 
linie,die,linha 
linien,die,linhas 
lippe,die,lábio 
liste,die,Lista 
liter,der,litro 
literatur,die,literatura 
löffel,der,colher 
logistik,die,logística 
lösung,die,solução 
lösungen,die,soluções 
luft,die,ar 
lunge,die,pulmão 
lungen,die,pulmão 
lust,die,luxúria 
mädchen,das,menina 
magen,der,estômago 
mägen,der,chicote 
magie,die,Magia 
mai,der,Maio 
management,das,gestão 
mann,der,homem 
männer,der,Homens 
mannes,der,homem 
mannschaft,die,equipe 
mannschaften,die,equipe 
mantel,der,casaco 
mäntel,der,casacos 
marke,die,marca 
markt,der,mercado 
märkte,der,mercados 
marktplatz,der,Mercado 
marmelade,die,geléia 
märz,der,Março 
maß,das,medição 
maschine,die,máquina 
maschinen,die,máquinas 
maße,das,Dimensões 
material,das,material 
materialien,das,Materiais 
mathematik,die,matemática 
mauer,die,muro 
mauern,die,muro 
maus,die,mouse 
mäuse,die,ratos 
medien,das,meios de comunicação 
medikament,das,medicamento 
medikamente,das,medicamento 
medium,das,['médio', 'média']
medizin,die,medicamento 
meer,das,mar 
meinung,die,opinião 
meinungen,die,opiniões 
meister,der,mestre 
meldung,die,relatório 
meldungen,die,mensagens 
melodie,die,melodia 
menge,die,quantidade 
mensch,der,humano 
menschen,der,Pessoas 
merkmale,das,recursos 
messe,die,feira 
messer,das,faca 
metall,das,metal 
meter,der,metro 
methode,die,método 
methoden,die,métodos 
mietwagen,der,Aluguer de carros 
mietwägen,der,Aluguer de carros 
milch,die,leite 
milliarde,die,bilhão 
milliarden,die,Bilhões 
million,die,milhão 
millionen,die,Milhões 
ministerium,das,ministério 
ministeriums,das,ministério 
minute,die,minuto 
minuten,die,minuto 
mitarbeiter,der,Empregado 
mitarbeiterin,die,colega 
mitarbeiterinnen,die,pessoal 
mitglied,das,membro 
mitglieder,das,membros 
mitgliedern,das,agente 
mitgliedschaft,die,Filiação 
mitgliedschaften,die,Filiação 
mittag,der,almoço 
mittagessen,das,Almoçando 
mitte,die,Centro 
mitteilung,die,Mensagem 
mitteilungen,die,anúncios 
mittel,das,médio 
mitteln,das,Recursos 
mitternacht,die,meia-noite 
mittwoch,der,quarta-feira 
möbel,das,Mobília 
mode,die,Moda 
modell,das,modelo 
modelle,das,Modelos 
möglichkeit,die,possibilidade 
möglichkeiten,die,Possibilidades 
moment,der,momento 
monat,der,mês 
monate,der,por mês 
mönch,der,monge 
mönche,der,monges 
mond,der,lua 
monitor,der,monitor 
monitore,der,monitores. 
montag,der,Segunda-feira 
morgen,der,amanhã 
moscheen,die,mesquita 
motor,der,motor 
motorrad,das,motocicleta 
motorräder,das,motocicletas 
mund,der,boca 
münder,der,boca 
münze,die,moeda 
münzen,die,moedas 
museen,das,Museus. 
museum,das,museu 
musik,die,música 
musiker,der,Músico 
musikinstrumente,das,instrumentos musicais 
muskel,der,músculo 
muskeln,der,músculos. 
müsli,das,cereal 
muslim,der,muçulmano 
muslime,der,muçulmano 
mutter,die,mãe 
mütter,die,mães 
nachbar,der,Vizinho 
nachricht,die,mensagem 
nachrichten,die,notícias 
nacht,die,noite 
nächte,die,Noites 
nachtisch,der,sobremesa 
nachweis,der,prova 
nähe,die,proximidade 
name,der,Sobrenome 
namen,der,nome 
nasen,die,nariz 
natur,die,natureza 
neffen,der,sobrinho 
netz,das,rede 
netze,das,rede 
nichten,die,sobrinha 
niveau,das,nível 
nordamerika,das,América do Norte 
norden,der,norte 
nordpol,der,Polo Norte 
not,die,emergência 
note,die,avaliar 
noten,die,notas 
notfall,der,emergência 
notfälle,der,emergência 
notiz,die,Nota 
november,der,novembro 
nudeln,die,Noodle 
nummer,die,número 
nummern,die,números 
nuss,die,porca 
nüsse,die,nozes 
nutzer,der,do utilizador 
nutzung,die,usar 
oberfläche,die,superfície 
oberschenkel,der,coxa 
obst,das,fruta 
öffentlichkeit,die,Publicidade 
ohr,das,orelha 
oktober,der,Outubro 
oktoberfest,das,Oktoberfest. 
öl,das,óleo 
oma,die,avó 
onkel,der,tio 
opa,der,Vovô 
oper,die,Ópera 
opern,die,ópera 
opfer,das,Vítima 
opfern,das,sacrifício 
option,die,opção 
optionen,die,Opções 
orangen,die,laranjas. 
orangensaft,der,suco de laranja 
orchester,das,orquestra 
ordnung,die,pedido 
organ,das,órgão 
organe,das,órgãos 
organisation,die,organização 
organisationen,die,organizações 
original,das,original 
ort,der,Lugar, colocar 
orte,der,locais 
osten,der,leste 
österreich,das,Áustria 
paar,das,par 
paare,das,par 
paket,das,pacote 
pakete,das,Pacotes. 
papier,das,papel 
papiere,das,papéis 
pappe,die,cartão 
park,der,Parque 
parks,der,Parque 
partei,die,Partido politico 
parteien,die,partidos 
parties,die,partidos 
partner,der,parceiro 
partnerschaft,die,parceria 
partnerschaften,die,parcerias 
party,die,Festa 
partys,die,partidos 
pass,der,Passaporte 
pässe,der,Passaporte 
patient,der,paciente 
patienten,der,paciente 
pension,die,pensão 
person,die,pessoa 
personal,das,pessoal 
personen,die,pessoas 
pferd,das,cavalo 
pflanze,die,plantar 
pflanzen,die,plantas. 
pflaster,das,curativo 
phase,die,Estágio 
phasen,die,Fases. 
philosophie,die,filosofia 
physik,die,física 
pils,das,pils. 
pilz,der,cogumelo 
pilze,der,Cogumelos. 
pinguin,der,pinguim 
pinguine,der,Pinguins. 
pizza,die,pizza 
plan,der,plano 
pläne,der,planos 
planeten,der,planeta 
planung,die,planejamento 
plastik,das,plástico 
platz,der,Lugar, colocar 
plätze,der,locais 
polen,das,Polônia 
politik,die,política 
politiker,der,Político 
politikerin,die,político 
polizei,die,polícia 
position,die,posição 
postkarte,die,cartão postal 
postkarten,die,cartão postal 
postleitzahl,die,Código postal 
postleitzahlen,die,Código postal 
praktika,das,Estágios 
praktikum,das,estágio 
präsident,der,Presidente 
präsidenten,der,Presidente 
praxis,die,prática 
preis,der,preço 
preise,der,Preços 
presse,die,Aperte 
priester,der,padre 
prinzen,der,Principe 
prinzessin,die,Princesa 
prinzip,das,princípio 
prinzipien,das,princípios 
problem,das,problema 
probleme,das,problemas 
produkt,das,produtos 
produkte,das,Produtos 
produkten,das,Produtos 
produktion,die,Produção 
professor,der,professor 
professoren,der,professores 
professorin,die,professor 
professorinnen,die,professor 
profil,das,perfil 
profile,das,perfis. 
programm,das,programa 
programme,das,Programas. 
projekt,das,Projeto 
