auflage,die,edition 
aufnahme,die,admission 
aufnahmen,die,Recordings 
auftrag,der,assignment 
auge,das,eye 
augen,das,eyes 
augenblick,der,moment 
august,der,august 
ausbildung,die,training 
ausdruck,der,Expression 
außerirdische,das,extraterrestrial 
ausgabe,die,output 
ausgaben,die,expenditure 
ausland,das,foreign countries 
ausnahme,die,exception 
ausnahmen,die,exceptions 
ausstellung,die,exhibition 
ausstellungen,die,exhibitions 
austausch,der,exchange 
australien,das,Australia 
auswahl,die,selection 
auto,das,auto 
autor,der,Author 
autoren,der,authors 
autos,das,cars 
baby,das,baby 
babys,das,Babies 
bach,der,bach 
bäche,der,stream 
bäcker,der,baker 
bäckerei,die,bakery 
bäckereien,die,bakeries 
bäckerin,die,Baker 
bad,das,bad 
bahn,die,train 
bahnhof,der,railway station 
bahnhöfe,der,stations 
balkon,der,balcony 
balkone,der,balconie 
ball,der,ball 
bälle,der,balls 
bananen,die,bananas 
band,das,band 
bank,die,bank 
bänke,die,benches 
banken,die,bank 
bär,der,berry 
bären,der,bear 
basis,die,basis 
batterie,die,drums 
batterien,die,batteries 
bauch,der,belly 
bauer,der,bauer 
bauern,der,farmers 
baum,der,tree 
bäume,der,trees 
baumwolle,die,cotton 
bayern,das,Bavaria 
bedarf,der,requirement 
bedeutung,die,importance 
bedienung,die,service 
bedingung,die,condition 
bedingungen,die,conditions 
begriff,der,term 
begriffe,der,concepts 
begründung,die,Reason 
behörden,die,authorities 
bein,das,between 
beine,das,legs 
beispiel,das,example 
beispiele,das,examples 
beitrag,der,contribution 
beiträge,der,contributions 
beratung,die,consultation 
berechnung,die,calculation 
bereich,der,Area 
bereiche,der,ranges 
bereichen,der,regions 
berg,der,mountain 
berge,der,mountains 
bericht,der,message 
berichte,der,reports 
berlin,das,Berlin 
bernstein,der,bernstein 
beruf,der,job 
berufe,der,jobs 
beschreibung,die,description 
bestätigung,die,confirmation 
bestellung,die,Order 
bestellungen,die,orders 
bestimmung,die,determination 
bestimmungen,die,provisions 
besuch,der,visit 
besucher,der,visitor 
beton,der,concrete 
betrag,der,amount 
betreiber,der,operator 
betreuung,die,care, support 
betrieb,der,business 
betriebe,der,operations 
bett,das,bed 
betten,das,beds 
bevölkerung,die,population 
bewegung,die,Move 
bewegungen,die,movement 
bewerbung,die,canditature 
bewertung,die,rating 
bewusstsein,das,awareness 
bezahlung,die,pay 
bezeichnung,die,description 
beziehung,die,relationship 
beziehungen,die,Relationships 
bezirk,der,district 
bezirke,der,district 
bezug,der,reference 
bezüge,der,covers 
bibliothek,die,Library 
bibliotheken,die,libraries 
biene,die,bee 
bier,das,beer 
bild,das,picture 
bilder,das,images 
bildern,das,images 
bildung,die,education 
biologie,die,biology 
blick,der,sight 
blitz,der,blitz 
blitze,der,flashes 
blume,die,flower 
blumen,die,flower 
blut,das,blood 
boden,der,ground 
böden,der,floors 
bohnen,die,bean 
boot,das,boot 
boote,das,boats 
börse,die,stock market 
branche,die,industry 
branchen,die,Industry sectors 
breite,die,width 
brezel,die,pretzel 
brezeln,die,pretzels 
brief,der,brief 
briefe,der,letters 
briefkasten,der,mailbox 
briefmarke,die,Stamp 
brot,das,loaf 
brücke,die,bridge 
brücken,die,bridges 
brüder,der,brothers 
bruder,der,brothers 
brust,die,chest 
brüste,die,breast 
brustkorb,der,chest 
buch,das,book 
bücher,das,Books 
buddhismus,der,Buddhism 
bühne,die,stage 
bundesland,das,federal state 
bundesländer,das,Federal states 
bundesliga,die,Bundesliga 
bundesregierung,die,federal government 
bundesrepublik,die,Federal Republic 
bürger,der,citizen 
bürgermeister,der,mayor 
büro,das,office 
bus,der,bus 
bushaltestelle,die,Bus stop 
bushaltestellen,die,bus stops 
busse,der,buses 
butter,die,butter 
cent,der,cent 
cents,der,cents 
chance,die,chance 
chancen,die,opportunities 
charakter,der,character 
charaktere,der,character 
chefin,die,boss 
chefinnen,die,chef 
chefs,der,heads 
china,das,china 
christ,der,christ 
christen,der,Christians 
computer,der,computer 
cousine,die,cousin 
cousinen,die,cousins 
cousins,der,cousins 
dach,das,top, roof 
dächer,das,roofs 
dame,die,dame 
damen,die,door 
darm,der,intestinal 
därme,der,dime 
daten,das,Data 
datum,das,date 
dauer,die,duration 
daumen,der,thumb 
decke,die,blanket 
decken,die,cover 
definition,die,definition 
definitionen,die,definitions 
delfine,der,dolphins 
design,das,design 
detail,das,detail 
details,das,details 
deutsch,das,German 
deutschland,das,Germany 
deutschlands,das,Germany 
dezember,der,December 
dialog,der,dialog 
diät,die,diet 
dienstag,der,Tuesday 
dienstleistung,die,service 
dienstleistungen,die,Services 
dimension,die,dimension 
dimensionen,die,dimensions 
ding,das,set 
dinge,das,things 
dinger,das,dinger 
dirigent,der,conductor 
dirigenten,der,conductor 
diskussion,die,discussion 
diskussionen,die,discussion 
dokument,das,document 
dokumentation,die,documentation 
dokumente,das,Documents 
dollar,der,dollar 
dollars,der,dollars 
donner,der,give 
donnerstag,der,Thursday 
dorf,das,Village 
dörfer,das,Villages 
drache,der,Dragon 
drachen,der,dragon 
druck,der,print 
durchschnitt,der,average 
durst,der,thirst 
duschen,die,the shower 
duschgel,das,shower gel 
dutzend,das,dozen 
ebene,die,level 
ecken,die,corn 
ei,das,No 
eichhörnchen,das,squirrel 
eier,das,owner 
eigenschaft,die,property 
eigenschaften,die,properties 
eindruck,der,impression 
einfluss,der,influence 
einführung,die,introduction 
eingang,der,Entrance 
einheit,die,unit 
einhorn,das,unicorn 
einkaufswägen,der,shopping 
einkaufszentrum,das,shopping mall 
einladung,die,invitation 
einladungen,die,invitations 
einsatz,der,commitment 
einstellung,die,attitude 
einstellungen,die,settings 
eintrag,der,entry 
einträge,der,entries 
eintritt,der,entry 
einwohner,der,inhabitant 
einzelhandel,der,retail trade 
einzelheiten,die,details 
eis,das,ice 
eisbären,der,polar bears 
eisen,das,requirements 
elefanten,der,elephant 
element,das,element 
elemente,das,items 
ellbogen,der,elbow 
eltern,das,parents 
empfang,der,reception 
empfänger,der,receiver 
empfehlung,die,recommendation 
empfehlungen,die,recommendations 
ende,das,end 
energie,die,energy 
engagement,das,engagement 
engagements,das,commitments 
englisch,das,English 
enkel,der,only 
enkelin,die,granddaughter 
enkelinnen,die,grandchildren 
ente,die,body 
enten,die,either 
entfernung,die,distance 
entscheidung,die,decision 
entscheidungen,die,decisions 
entschuldigung,die,sorry 
entwickler,der,developer 
entwicklung,die,development 
entwurf,der,design 
erdbeere,die,strawberry 
erdbeeren,die,strawberries 
erde,die,With 
ereignisse,das,events 
ereignissen,das,events 
erfahrung,die,Experience 
erfahrungen,die,experience 
erfindung,die,invention 
erfindungen,die,inventions 
erfolg,der,success 
ergebnis,das,Result 
ergebnisse,das,Results 
erklärung,die,Explanation 
ernährung,die,nutrition 
ernst,der,serious 
eröffnung,die,opening 
erwachsene,das,Adults 
erziehung,die,education 
essen,das,eat 
eule,die,owl 
eulen,die,owl 
euro,der,Euro 
europa,das,Europe 
euros,der,euros. 
experten,der,Experts 
fabrik,die,factory 
fabriken,die,The factory 
fachbereich,der,subject area 
fähre,die,ferry 
fähren,die,ferry 
fahrer,der,driver 
fahrrad,das,bicycle 
fahrräder,das,Cycles 
fahrt,die,journey 
fahrzeug,das,vehicle 
fahrzeuge,das,vehicles 
fall,der,fall 
fälle,der,cases 
familie,die,family 
familien,die,Familys 
fan,der,All 
fans,der,fans 
farbe,die,colour 
farben,die,Colours 
fassung,die,socket 
februar,der,February 
fehler,der,error 
feinde,der,enemies 
feld,das,field 
felder,das,fields 
feldern,das,fields 
fenster,das,window 
ferien,das,vacation 
ferienhaus,das,holiday home 
ferienhäuser,das,holiday homes 
fernseher,der,TV 
ferse,die,heel 
fersen,die,heel 
festplatte,die,hard disk 
festplatten,die,hard drives 
feuer,das,Fire 
feuerwehr,die,fire Department 
feuerzeug,das,lighter 
feuerzeuge,das,lighter 
figur,die,figure 
figuren,die,characters 
film,der,film 
filme,der,film 
finanzierung,die,financing 
finger,der,finger 
firma,die,Company 
fisch,der,fish 
fische,der,fishes 
fläche,die,surface 
flächen,die,surfaces 
flasche,die,bottle 
fleck,der,spot 
flecken,der,stains 
fleisch,das,flesh 
fliege,die,Fly 
fliegen,die,to fly 
flöte,die,flute 
flug,der,flight 
flüge,der,flight 
flughafen,der,Airport 
flugzeuge,das,aircraft 
flüsse,der,rivers 
folgen,die,consequences 
förderung,die,advancement 
form,die,form 
format,das,format 
formular,das,form 
formulare,das,formulation 
forschung,die,research 
foto,das,photo 
fotografie,die,photo 
fotos,das,Photos 
frage,die,question 
fragen,die,ask 
frankreich,das,France 
französisch,das,French 
frau,die,Mrs 
frauen,die,women 
freiheit,die,freedom 
freitag,der,Friday 
freizeit,die,leisure 
freude,die,joy 
freund,der,friend 
freunde,der,friends 
freunden,der,friends 
freundin,die,girlfriend 
frieden,der,peace 
frist,die,deadline 
fristen,die,deadlines 
frühling,der,spring 
frühstück,das,breakfast 
fuchs,der,Fox 
funktion,die,function 
funktionen,die,functions 
fuß,der,foot 
fußball,der,Soccer 
füße,der,feet 
gabel,die,fork 
gabeln,die,fork 
galaxie,die,galaxy 
galerie,die,gallery 
gans,die,Goose 
gänse,die,geese 
garantie,die,guarantee 
gärten,der,gardens 
garten,der,garden 
gas,das,gas 
gast,der,guest 
gäste,der,Guests 
gebäude,das,building 
gebot,das,bid 
gebote,das,bids 
gebrauch,der,use 
gebräuche,der,customs 
geburtstag,der,birthday 
geburtstage,der,birthday 
gedanke,der,thought 
gedanken,der,thoughts 
gefahr,die,danger 
gefühl,das,feeling 
gefühle,das,feelings 
gefühlen,das,emotions 
gegensatz,der,contrast 
gegner,der,opponent 
gehirn,das,brain 
gehirnen,das,brain 
geist,der,ghost 
geister,der,ghost 
geld,das,money 
geldautomat,der,cash machine 
geldautomaten,der,ATM 
gelegenheit,die,opportunity 
gemeinde,die,local community 
gemeinden,die,community 
gemüse,das,vegetables 
genehmigung,die,approval 
gerät,das,device 
geräte,das,equipment 
geschäft,das,business 
geschäftsführer,der,managing Director 
geschenk,das,gift 
geschenke,das,gifts 
geschichte,die,history 
geschichten,die,stories 
geschlecht,das,gender 
geschlechter,das,gender 
geschwindigkeit,die,speed 
geschwister,das,siblings 
gesetz,das,law 
gesetze,das,laws 
gesicht,das,face 
gesichter,das,faces 
gespräch,das,conversation 
gesundheit,die,health 
getränk,das,drink 
gewalt,die,violence 
gewicht,das,Weight 
gewinn,der,profit 
gewinne,der,profits 
gewitter,das,thunderstorm 
giraffe,die,giraffe 
gitarre,die,guitar 
glas,das,Glass 
glaube,der,faith 
gleichgewicht,das,balance 
glück,das,luck 
gold,das,gold 
gott,der,good 
götter,der,gods 
gottes,der,God 
grad,der,town 
gras,das,gras 
großbritannien,das,Great Britain 
größe,die,size 
großeltern,das,grandparents 
größen,die,sizes 
großmutter,die,grandmother 
großvater,der,grandfather 
grund,der,reason 
gründe,der,reasons 
grundlage,die,basis 
grundlagen,die,basics 
grundschule,die,primary school 
grundschulen,die,primary schools 
grundstück,das,Property 
grundstücke,das,plots 
gründung,die,founding 
gruppe,die,group 
gruppen,die,groups 
grüße,der,greetings 
gutschein,der,Voucher 
gutscheine,der,vouchers 
gymnasien,das,gymnasium 
gymnasium,das,high school 
haar,das,her 
haare,das,hair 
hähnchen,das,chicken 
haie,der,hedge 
halbbrüder,der,half brothers 
halbbruder,der,half-brother 
halbschwester,die,half-sister 
halbschwestern,die,semi-sister 
hälfte,die,half 
halle,die,Hall 
hallen,die,the hall 
hals,der,neck 
hälse,der,heels 
hamburg,das,Hamburg 
hamster,der,hamster 
hand,die,hand 
handbuch,das,Manual 
hände,die,hands 
handel,der,trade. 
handgelenk,das,wrist 
handgelenke,das,wrist 
händler,der,dealer 
handtuch,das,towel 
handtücher,das,towels 
handwerk,das,craft 
handy,das,handy 
handys,das,phones 
hans,der,his 
hauptgericht,der,main dish 
hauptstadt,die,Capital 
hauptstädte,die,capital Cities 
haus,das,House 
häuser,das,Houses 
hauses,das,house 
haushalt,der,household 
haustier,das,domestic animal 
haut,die,high 
heimat,die,homeland 
heizung,die,heater 
hemd,das,shirt 
hemden,das,shirt 
herbst,der,autumn 
herkunft,die,origin 
herr,der,Mr 
herren,der,Men's 
hersteller,der,Manufacturer 
herz,das,heart 
herzen,das,heart 
hexe,die,witch 
hexen,die,witch 
hilfe,die,Help 
himmel,der,sky 
hinduismus,der,Hinduism 
hintergrund,der,background 
hinweis,der,Note 
hinweise,der,hints 
hobby,das,hobby 
hobbys,das,hobbies 
hochschule,die,University 
hochschulen,die,colleges 
hochzeit,die,wedding 
hof,der,court 
höfe,der,farm 
hoffnung,die,hope 
höhe,die,height 
holz,das,Wood 
honig,der,honey 
horn,das,horn 
hörner,das,horns 
hose,die,hose 
hosen,die,pants 
hotel,das,hotel 
hotels,das,hotels 
hüfte,die,hip 
hüften,die,hip 
huhn,der,chicken 
hühner,der,Chicken 
humor,der,humor 
hunde,der,dogs 
hunger,der,hunger 
hut,der,hut 
hüte,der,hats 
idee,die,ideas 
ideen,die,ideas 
indien,das,in the event that 
industrie,die,industry 
industrien,die,industry 
information,die,information 
informationen,die,information 
inhaber,der,owner 
inhalt,der,content 
inhalte,der,content 
inhalten,der,content 
innenstadt,die,Downtown 
innenstädte,die,inner cities 
innere,das,inner 
insekt,das,insect 
insekten,das,insects 
insel,die,island 
inseln,die,islands 
institut,das,institute 
institute,das,institute 
instrument,das,instrument 
instrumente,das,instruments 
interesse,das,interest 
interessen,das,Interests 
internet,das,internet 
internetseiten,die,internet pages 
interview,das,interview 
interviews,das,interviews 
islam,der,Islamic 
italien,das,Italy 
jacke,die,jacket 
jacken,die,Jackets 
jahr,das,year 
jahre,das,Years 
jahren,das,Years 
jahreszeiten,die,seasons 
jahrhundert,das,century 
jahrhunderte,das,centuries 
januar,der,January 
job,der,job 
jobs,der,jobs 
jude,der,jude 
juden,der,Jews 
juli,der,distance 
julia,die,julia 
junge,der,Boy 
juni,der,June 
kabel,das,electric wire 
käfer,der,Beetle 
kaffee,der,coffee 
kalender,der,calendar 
kamel,das,Full 
kamele,das,camel 
kamelen,das,camels 
kamera,die,camera 
kameras,die,cameras 
kampf,der,struggle 
kapitel,das,chapter 
karl,der,karl 
karriere,die,Career 
karte,die,map 
karten,die,cards 
kartoffel,die,potato 
kartoffeln,die,potatoes 
karton,der,carton 
käse,der,cheese 
kasse,die,cash register 
kassen,die,the box 
katalog,der,catalog 
kataloge,der,catalog 
kategorie,die,category 
kategorien,die,categories 
katze,die,cat 
katzen,die,cats 
kauf,der,purchase 
käufe,der,purchases 
käufer,der,buyer 
keller,der,keller 
kenntnis,die,knowledge 
kenntnisse,die,knowledge 
kind,das,kind 
kinder,das,children 
kindergarten,der,kindergarten 
kindergärten,der,kindergartens 
kindes,das,child 
kinn,das,out 
kino,das,wooden 
kiosk,der,kiosk 
kirche,die,church 
kirchen,die,churches 
klasse,die,class 
klassen,die,class 
klavier,das,piano 
kleid,das,dress 
kleider,das,clothes 
kleidung,die,dress 
kleinanzeige,die,classified ad 
kleinanzeigen,die,classified ads 
klima,das,climate 
klinik,die,clinic 
kneipe,die,pub 
kneipen,die,pub 
knie,das,knee 
knoblauch,der,garlic 
knöchel,der,ankle 
knochen,der,bone 
knopf,der,stud 
knöpfe,der,Buttons 
koch,der,cook 
köche,der,chefs 
köchinnen,die,cook 
kollege,der,colleague 
kollegen,der,colleagues 
kombination,die,combination 
kommentar,der,comment 
kommentare,der,Comments 
kommunikation,die,communication 
kompetenz,die,competence 
komponist,der,composer 
könig,der,king 
könige,der,kings 
königs,der,King's 
kontakt,der,contact 
konten,das,Content 
kontinent,der,continent 
konto,das,account 
kontrolle,die,control 
konzept,das,concept 
konzepte,das,concepts 
konzert,das,concert 
konzerte,das,concert 
kooperation,die,cooperation 
kopf,der,head 
köpfe,der,head 
körper,der,body 
kosmetik,die,cosmetics 
kraft,die,force 
krankenhaus,das,hospital 
krankenhäuser,das,hospitals 
krankenversicherung,die,Health insurance 
krankenwagen,der,ambulance 
krankenwägen,der,sickness 
krankheit,die,illness 
krankheiten,die,Diseases 
kreditkarte,die,Credit card 
kreditkarten,die,credit card 
kreis,der,circle 
krieg,der,war 
kriterien,das,criteria 
kritik,die,criticism 
küche,die,kitchen 
kuchen,der,cake 
kuh,die,cow 
kühe,die,cows 
kühlschrank,der,fridge 
kühlschränke,der,refrigerator 
kultur,die,culture 
kunde,der,could 
kunden,der,Customers 
kundenservice,der,customer service 
kundinnen,die,clord 
kunst,die,art 
künste,die,art 
künstler,der,Artist 
kunststoff,der,plastic 
kupfer,das,copper 
kurs,der,course 
kurse,der,courses 
ladegerät,das,charger 
ladegeräte,das,Charger 
läden,der,shop 
lage,die,location 
lager,das,storage 
lampe,die,lamp 
land,das,land 
länge,die,long 
lauf,der,run 
lautsprecher,der,speaker 
leben,das,Life 
lebens,das,lifetime 
leber,die,liver 
leder,das,manager 
lehrbuch,das,textbook 
lehrbücher,das,textbooks 
lehre,die,teaching 
lehrer,der,teacher 
lehrerin,die,Teacher 
lehrerinnen,die,teachers 
leistung,die,power 
leistungen,die,Services 
leiter,die,ladder 
leitern,die,ladder 
leitung,die,management 
leitungen,die,cables 
leser,der,reader 
leute,das,People 
licht,das,light 
lichter,das,light 
liebling,der,Darling 
lieblings,der,favourite 
lied,das,lied 
lieder,das,Songs 
lieferung,die,delivery 
liga,die,league 
linie,die,line 
linien,die,lines 
lippe,die,lip 
liste,die,listing 
liter,der,liter 
literatur,die,literature 
löffel,der,spoon 
logistik,die,logistics 
lösung,die,solution 
lösungen,die,solutions 
luft,die,air 
lunge,die,lung 
lungen,die,lung 
lust,die,lust 
mädchen,das,girl 
magen,der,the stomach 
mägen,der,lash 
magie,die,magic 
mai,der,buy 
management,das,management 
mann,der,man 
männer,der,Men 
mannes,der,man 
mannschaft,die,team 
mannschaften,die,team 
mantel,der,coat 
mäntel,der,coats 
marke,die,brand 
markt,der,market 
märkte,der,markets 
marktplatz,der,marketplace 
marmelade,die,jam 
märz,der,March 
maß,das,measurement 
maschine,die,machine 
maschinen,die,machinery 
maße,das,Dimensions 
material,das,material 
materialien,das,materials 
mathematik,die,mathematics 
mauer,die,Wall 
mauern,die,wall 
maus,die,mouse 
mäuse,die,mice 
medien,das,media 
medikament,das,drug 
medikamente,das,drug 
medium,das,medium 
medizin,die,medicine 
meer,das,more 
meinung,die,opinion 
meinungen,die,opinions 
meister,der,master 
meldung,die,report 
meldungen,die,messages 
melodie,die,song 
menge,die,quantity 
mensch,der,human 
menschen,der,People 
merkmale,das,features 
messe,die,fair 
messer,das,knife 
metall,das,metal 
meter,der,meter 
methode,die,method 
methoden,die,methods 
mietwagen,der,car hire 
mietwägen,der,car hire 
milch,die,milk 
milliarde,die,billion 
milliarden,die,billions 
million,die,million 
millionen,die,millions 
ministerium,das,ministry 
ministeriums,das,ministry 
minute,die,minute 
minuten,die,minute 
mitarbeiter,der,Employee 
mitarbeiterin,die,colleague 
mitarbeiterinnen,die,staff 
mitglied,das,member 
mitglieder,das,members 
mitgliedern,das,agent 
mitgliedschaft,die,membership 
mitgliedschaften,die,membership 
mittag,der,lunch 
mittagessen,das,Having lunch 
mitte,die,not 
mitteilung,die,Message 
mitteilungen,die,announcements 
mittel,das,medium 
mitteln,das,resources 
mitternacht,die,midnight 
mittwoch,der,Wednesday 
möbel,das,Furniture 
mode,die,mode 
modell,das,model 
modelle,das,models 
möglichkeit,die,possibility 
möglichkeiten,die,possibilities 
moment,der,moment 
monat,der,month 
monate,der,monthly 
mönch,der,monk 
mönche,der,monks 
mond,der,mouth 
monitor,der,monitor 
monitore,der,monitors 
montag,der,Monday 
morgen,der,tomorrow 
moscheen,die,mosque 
motor,der,motor 
motorrad,das,motorcycle 
motorräder,das,motorcycles 
mund,der,can 
münder,der,mouth 
münze,die,coin 
münzen,die,coins 
museen,das,Museums 
museum,das,museum 
musik,die,music 
musiker,der,musician 
musikinstrumente,das,musical instruments 
muskel,der,muscle 
muskeln,der,muscles 
müsli,das,cereal 
muslim,der,muslim 
muslime,der,Muslim 
mutter,die,mother 
mütter,die,mothers 
nachbar,der,Neighbor 
nachricht,die,message 
nachrichten,die,news 
nacht,die,night 
nächte,die,nights 
nachtisch,der,dessert 
nachweis,der,proof 
nähe,die,closeness 
name,der,Then 
namen,der,name 
nasen,die,Naxson 
natur,die,nature 
neffen,der,nephew 
netz,das,network 
netze,das,network 
nichten,die,nieces 
niveau,das,level 
nordamerika,das,North America 
norden,der,north 
nordpol,der,North Pole 
not,die,not 
note,die,note 
noten,die,grades 
notfall,der,emergency 
notfälle,der,emergency 
notiz,die,note 
november,der,november 
nudeln,die,noodle 
nummer,die,nummer 
nummern,die,numbers 
nuss,die,nut 
nüsse,die,nuts 
nutzer,der,user 
nutzung,die,use 
oberfläche,die,surface 
oberschenkel,der,thigh 
obst,das,fruit 
öffentlichkeit,die,Publicity 
ohr,das,ear 
oktober,der,October 
oktoberfest,das,oktoberfest 
öl,das,oil 
oma,die,his 
onkel,der,uncle 
opa,der,grandpa 
oper,die,Opera 
opern,die,opera 
opfer,das,Victim 
opfern,das,sacrifice 
option,die,option 
optionen,die,options 
orangen,die,oranges 
orangensaft,der,orange juice 
orchester,das,orchestra 
ordnung,die,order 
organ,das,organ 
organe,das,organ 
organisation,die,organization 
organisationen,die,organizations 
original,das,original 
ort,der,place 
orte,der,places 
osten,der,east 
österreich,das,Austria 
paar,das,pair 
paare,das,pair 
paket,das,package 
pakete,das,Packages 
papier,das,paper 
papiere,das,papers 
pappe,die,cardboard 
park,der,park 
parks,der,parks 
partei,die,Political party 
parteien,die,parties 
parties,die,parties 
partner,der,partner 
partnerschaft,die,partnership 
partnerschaften,die,partnerships 
party,die,party 
partys,die,parties 
pass,der,pass 
pässe,der,passport 
patient,der,patient 
patienten,der,patient 
pension,die,pension 
person,die,person 
personal,das,personal 
personen,die,people 
pferd,das,horse 
pflanze,die,plant 
pflanzen,die,plants 
pflaster,das,band Aid 
phase,die,phase 
phasen,die,phases 
philosophie,die,philosophy 
physik,die,physics 
pils,das,castle 
pilz,der,mushroom 
pilze,der,mushrooms 
pinguin,der,penguin 
pinguine,der,penguins 
pizza,die,pizza 
plan,der,plan 
pläne,der,plans 
planeten,der,planet 
planung,die,planning 
plastik,das,Plastic 
platz,der,place 
plätze,der,places 
polen,das,Poland 
politik,die,political 
politiker,der,Politician 
politikerin,die,politician 
polizei,die,police 
position,die,position 
postkarte,die,postcard 
postkarten,die,postcard 
postleitzahl,die,Post Code 
postleitzahlen,die,postal code 
praktika,das,practice 
praktikum,das,internship 
präsident,der,president 
präsidenten,der,president 
praxis,die,practice 
preis,der,price 
preise,der,Prices 
presse,die,hurry 
priester,der,priest 
prinzen,der,prince 
prinzessin,die,princess 
prinzip,das,principle 
prinzipien,das,principles 
problem,das,problem 
probleme,das,problems 
produkt,das,product 
produkte,das,Products 
produkten,das,the product. 
produktion,die,production 
professor,der,professor 
professoren,der,professors 
professorin,die,professor 
professorinnen,die,professor 
profil,das,profile 
profile,das,profile 
programm,das,program 
programme,das,program 
projekt,das,Project 
projekte,das,projects 
prozent,das,percent 
prozente,das,percent 
prozess,der,process 
prozesse,der,processes 
prozesses,der,process 
prüfung,die,exam 
prüfungen,die,exams 
publikum,das,audience 
punkt,der,Point 
punkte,der,Points 
pyramide,die,pyramid 
pyramiden,die,pyramids 
qualifikation,die,qualification 
qualität,die,quality 
quartal,das,quarter 
quartale,das,quarters 
quelle,die,those 
quellen,die,swell 
radio,das,radio 
radios,das,radios 
rahmen,der,frame 
rasierer,der,razor 
rat,der,rat 
rathaus,das,town hall 
raum,der,room 
räume,der,spaces 
raumschiff,das,spaceship 
rechnung,die,invoice 
recht,das,Law 
rechte,das,right 
rechtsanwälte,der,lawyer 
rede,die,network 
referenzen,die,credentials 
regel,die,rule 
regen,der,rain 
regenbogen,der,rainbow 
regenschirm,der,umbrella 
regie,die,director 
regierung,die,government 
regierungen,die,governments 
region,die,region 
regionen,die,regions 
reihe,die,line 
reinigung,die,cleaning 
reis,der,trip 
reise,die,travel 
reiseführer,der,travel Guide 
reisen,die,to travel 
religion,die,religion 
religionen,die,religions 
reparatur,die,repair 
republik,die,republic 
rest,der,rest 
restaurant,das,restaurant 
restaurants,das,restaurants 
rezept,das,recipe 
rhein,der,Rhine 
richter,der,judge 
richterinnen,die,judges 
richtung,die,direction 
ring,der,ring 
ringe,der,call 
risiken,das,risks 
risiko,das,risk 
rock,der,rock 
röcke,der,skirts 
rolle,die,role 
rollstuhl,der,wheelchair 
rollstühle,der,wheelchair 
rot,das,red 
rubrik,die,category 
rubriken,die,the rubric. 
rücken,der,move 
rucksack,der,backpack 
rucksäcke,der,backpacks 
ruhe,die,how is it 
runde,die,round 
russland,das,Russia 
sache,die,Thing 
sachen,die,stuff 
saft,der,juice 
saison,die,season 
salat,der,Halls 
salz,das,salt 
sammlung,die,collection 
sammlungen,die,collections 
samstag,der,Saturday 
samstage,der,Saturday 
sänger,der,Singer 
sängerin,die,singer 
satz,der,sentence 
sauerkraut,das,sauerkraut 
säugetier,das,mammal 
säugetiere,das,mammals 
schäden,der,damage 
schaden,der,damage 
schaf,das,sheep 
schafe,das,sheep 
schau,die,show 
schauspieler,der,actor 
schere,die,scissors 
scheren,die,shave 
schicksal,das,fate 
schildkröte,die,turtle 
schildkröten,die,turtle 
schlafzimmer,das,bedroom 
schlange,die,Snake 
schlangen,die,snakes 
schloss,das,lock 
schlösser,das,Castles 
schluss,der,Enough 
schlüssel,der,key 
schmuck,der,Jewellery 
schnecke,die,slug 
schneider,der,schneider 
schokolade,die,chocolate 
